Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
09/28/2022,Iowa,2022,18,2022-05-07,597,550,,126,19,30,,34,,13,,142,23,15,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Iowa,2022,19,2022-05-14,602,547,,123,19,25,,33,,10,,151,24,17,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,20,2022-05-21,572,529,,113,18,23,11,39,,12,,133,21,17,10,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,21,2022-05-28,590,545,,125,16,27,,28,,,,143,27,14,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,22,2022-06-04,651,582,,129,24,22,12,38,,12,,136,38,21,11,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,23,2022-06-11,621,569,,129,16,19,,48,,11,,150,19,23,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,24,2022-06-18,607,557,,134,14,25,,34,,,,130,28,11,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/28/2022,Iowa,2022,25,2022-06-25,602,561,,110,31,25,,27,,10,,133,27,20,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,26,2022-07-02,596,543,,120,16,13,,32,11,,10,141,22,22,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
09/28/2022,Iowa,2022,27,2022-07-09,587,541,,100,19,21,,41,,,,152,26,29,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,28,2022-07-16,597,556,,130,19,21,,22,14,,,153,26,38,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,29,2022-07-23,561,515,,109,13,17,,36,11,11,,139,29,23,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,30,2022-07-30,573,524,,114,14,19,,24,,10,,144,27,34,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,31,2022-08-06,593,555,10,114,15,23,,36,,13,,138,24,32,23,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,32,2022-08-13,573,539,,117,23,19,,25,,,,153,19,34,23,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,33,2022-08-20,586,551,,128,17,25,,28,12,13,,123,29,33,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,34,2022-08-27,568,551,,121,17,19,,41,11,,,136,26,33,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,35,2022-09-03,513,490,,111,17,20,,19,13,,,111,21,23,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,36,2022-09-10,487,477,,86,15,19,,29,,,,123,29,31,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Iowa,2022,37,2022-09-17,394,394,,86,12,22,,19,10,,,98,11,20,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,1,2020-01-04,591,542,,89,14,18,23,56,12,13,,136,25,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,2,2020-01-11,560,516,,109,20,,21,42,10,10,,123,23,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Kansas,2020,3,2020-01-18,576,528,12,111,17,23,17,37,,11,10,116,25,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
09/28/2022,Kansas,2020,4,2020-01-25,571,514,,101,18,19,19,33,,,,126,24,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,5,2020-02-01,549,500,,99,11,26,17,35,13,14,10,120,16,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
09/28/2022,Kansas,2020,6,2020-02-08,503,469,,89,17,20,12,31,,15,10,117,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
09/28/2022,Kansas,2020,7,2020-02-15,575,525,,123,10,,19,41,15,13,,133,27,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,8,2020-02-22,559,524,,113,18,25,20,32,11,,,110,35,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,9,2020-02-29,548,503,,100,24,25,23,38,11,12,11,102,20,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
09/28/2022,Kansas,2020,10,2020-03-07,575,521,,84,18,20,29,30,12,,,123,29,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,11,2020-03-14,522,484,,84,21,12,22,40,,,,113,31,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Kansas,2020,12,2020-03-21,515,473,,85,16,21,20,29,11,,,129,21,,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Kansas,2020,13,2020-03-28,523,488,11,98,23,23,14,31,12,,11,110,28,,,,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Kansas,2020,14,2020-04-04,550,504,,103,13,23,,32,12,,,100,29,21,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,15,2020-04-11,525,485,,88,22,13,15,34,,,,105,18,37,33,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,16,2020-04-18,546,506,,106,22,15,,29,,,,133,25,42,38,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,17,2020-04-25,541,496,,112,26,16,,21,,,,119,31,22,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,18,2020-05-02,526,482,,92,20,18,,27,,10,,123,15,26,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,19,2020-05-09,507,469,,97,16,14,11,29,,,,106,25,34,27,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,20,2020-05-16,530,487,,97,21,19,,26,10,,,119,15,27,23,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,21,2020-05-23,520,466,,95,11,14,,24,,,13,125,22,10,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
09/28/2022,Kansas,2020,22,2020-05-30,506,462,,98,22,22,,39,,,,120,16,14,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,23,2020-06-06,499,447,,93,20,15,,28,,,,110,18,18,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,24,2020-06-13,516,472,,101,23,23,,21,,10,,106,33,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Kansas,2020,25,2020-06-20,508,437,,68,30,15,,23,,,,110,21,20,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,26,2020-06-27,521,464,,104,24,22,,29,,14,,103,20,17,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,27,2020-07-04,562,511,,127,27,22,,30,,14,,113,22,12,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,28,2020-07-11,504,452,,104,15,20,,27,,11,,90,22,16,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,29,2020-07-18,518,458,,83,18,10,,27,11,,10,112,23,24,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
09/28/2022,Kansas,2020,30,2020-07-25,540,494,,105,28,17,,35,,,,111,18,35,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,31,2020-08-01,543,496,,103,29,16,,25,,14,,101,13,40,39,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,32,2020-08-08,601,544,12,96,14,25,,29,12,11,,130,34,37,31,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,33,2020-08-15,577,521,,123,14,18,,39,,,,117,30,40,38,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,34,2020-08-22,514,464,,83,26,22,,19,,11,,96,21,40,34,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,35,2020-08-29,532,485,12,90,11,13,,32,,,10,117,21,51,45,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Kansas,2020,36,2020-09-05,566,504,,119,15,12,10,32,,,,116,21,39,36,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,37,2020-09-12,581,527,11,84,18,21,,43,,15,,116,21,56,47,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,38,2020-09-19,553,511,,104,25,16,,25,10,11,,111,17,51,48,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,39,2020-09-26,601,548,,101,11,17,,24,,13,,125,26,57,52,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,40,2020-10-03,580,540,,107,21,14,,27,,10,11,120,38,69,65,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/28/2022,Kansas,2020,41,2020-10-10,638,576,,104,23,20,11,25,,20,,121,24,84,80,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,42,2020-10-17,636,592,,112,17,14,,41,,11,,104,30,98,91,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,43,2020-10-24,658,621,,115,26,16,,32,12,,,117,25,119,109,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,44,2020-10-31,577,530,,110,22,15,,27,,,11,88,24,89,85,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/28/2022,Kansas,2020,45,2020-11-07,679,620,,94,17,16,,36,,14,,107,28,140,125,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,46,2020-11-14,719,676,,126,17,28,11,24,,,,107,32,160,154,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,47,2020-11-21,782,737,,114,15,18,,39,,,,134,27,239,224,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,48,2020-11-28,814,762,,91,23,26,,29,,12,,142,20,280,259,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,49,2020-12-05,870,827,,109,25,23,10,25,,,,136,32,311,289,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,50,2020-12-12,880,835,,93,21,11,,42,,14,10,129,31,330,303,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/28/2022,Kansas,2020,51,2020-12-19,931,881,,130,30,31,,28,,,,133,32,318,292,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2020,52,2020-12-26,855,806,,100,19,27,,29,,17,12,138,21,288,260,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/28/2022,Kansas,2020,53,2021-01-02,811,755,10,106,20,17,,40,,14,,128,30,250,235,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,1,2021-01-09,789,739,,94,20,12,,30,,19,,137,21,258,231,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,2,2021-01-16,787,733,,109,19,21,,38,,13,,132,24,217,198,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,3,2021-01-23,675,617,,92,17,17,10,21,,13,,113,21,191,165,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,4,2021-01-30,691,639,,89,26,16,,28,,14,,122,34,164,143,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,5,2021-02-06,681,630,,115,26,28,14,34,13,14,,122,28,107,87,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,6,2021-02-13,583,534,11,87,15,13,,28,,,,125,23,78,60,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,7,2021-02-20,588,532,,78,12,22,10,32,,15,,126,26,65,56,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,8,2021-02-27,595,543,,107,13,16,,25,,,,133,19,53,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,9,2021-03-06,553,502,,95,19,13,13,24,,,,106,22,33,27,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,10,2021-03-13,528,478,,90,13,19,,28,,,,114,30,30,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,11,2021-03-20,507,450,,105,17,12,,18,,10,,108,20,22,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,12,2021-03-27,521,477,,92,10,12,,26,,14,,107,38,28,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,13,2021-04-03,522,469,,101,16,21,,25,,,,123,18,27,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,14,2021-04-10,507,453,,110,24,16,,22,12,,,106,26,17,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,15,2021-04-17,496,447,,94,15,15,,22,,,,116,22,19,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,16,2021-04-24,529,483,,115,16,19,11,24,,,,125,18,19,16,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,17,2021-05-01,513,461,,101,18,14,,19,,17,,95,22,22,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,18,2021-05-08,513,467,,107,15,14,12,32,,,,118,23,14,11,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,19,2021-05-15,511,455,,101,13,12,,25,,,,121,25,20,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,20,2021-05-22,555,504,,104,19,15,11,34,10,19,,121,21,25,22,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,21,2021-05-29,482,436,,86,16,12,,23,,,,111,31,13,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,22,2021-06-05,519,463,,86,16,18,,34,,,,105,27,14,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,23,2021-06-12,539,487,,110,21,11,,27,12,10,,126,25,14,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,24,2021-06-19,502,443,,91,16,16,,32,,,,114,22,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/28/2022,Kansas,2021,25,2021-06-26,513,467,,107,18,21,,34,,17,,110,19,11,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,26,2021-07-03,534,488,,93,15,12,,33,,,,131,24,24,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,27,2021-07-10,541,476,,96,23,,,35,,,,122,15,23,22,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,28,2021-07-17,540,475,,97,12,15,,22,,,,120,24,17,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,29,2021-07-24,533,472,,107,13,13,,26,,,,113,26,29,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,30,2021-07-31,532,486,,113,,,,26,,,,92,22,48,46,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,31,2021-08-07,605,550,,101,17,18,,32,,,,120,35,89,81,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,32,2021-08-14,570,516,,107,19,12,10,18,14,11,,91,21,83,77,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,33,2021-08-21,625,565,,108,18,13,,28,11,,,117,28,86,82,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,34,2021-08-28,628,553,,109,11,18,,20,11,11,,95,27,107,104,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,35,2021-09-04,655,605,,108,13,18,,26,10,,,131,27,110,103,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,36,2021-09-11,612,555,,86,28,12,,25,,,,109,16,113,104,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,37,2021-09-18,650,586,,103,28,20,,29,12,,,131,28,109,100,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,38,2021-09-25,653,595,,132,15,12,16,21,,12,,123,20,116,107,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,39,2021-10-02,629,572,,98,17,16,,38,,12,,104,32,91,84,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,40,2021-10-09,582,523,,89,19,12,,25,,,,109,30,80,74,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,41,2021-10-16,601,554,,113,18,11,,31,,13,,112,30,68,62,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,42,2021-10-23,634,582,,96,20,20,,29,10,,,131,30,81,75,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,43,2021-10-30,600,539,,87,19,12,,28,,,,126,16,65,60,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,44,2021-11-06,635,577,,106,23,20,,29,,13,,116,22,80,76,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,45,2021-11-13,622,559,,91,19,22,,31,,,,147,26,66,54,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/28/2022,Kansas,2021,46,2021-11-20,575,517,,90,22,16,,22,,,,108,18,90,83,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
